SubjID,z_vcb,z_spl,z_art,Dim.1,Dim.2,correct,response_time,trial_type,complexity,target,ItemID,word_trig,cond_trig,base,affix,FS,BF,LogFS,LogBF,BaseLength,WholeFormLength,List
S104,0.16945890336070296,-0.398728418914212,-0.4482352474931847,-0.3686415830602525,-0.2398231874937962,1,810,NW,COMP,princement,317,17,203,prince,ment,4,910,1.3862943611198906,6.81,6,10,AB
S104,0.16945890336070296,-0.398728418914212,-0.4482352474931847,-0.3686415830602525,-0.2398231874937962,1,688,NW,SIMP,classoes,618,18,206,class,ous,29,6216,3.367295829986474,8.73,5,8,AB
S104,0.16945890336070296,-0.398728418914212,-0.4482352474931847,-0.3686415830602525,-0.2398231874937962,1,754,NW,COMP,flipory,416,16,204,flip,ory,10,184,2.302585092994046,5.21,4,7,AB
S104,0.16945890336070296,-0.398728418914212,-0.4482352474931847,-0.3686415830602525,-0.2398231874937962,1,876,NW,SIMP,winkidy,521,21,205,wink,ity,4,216,1.3862943611198906,5.38,4,7,AB
S104,0.16945890336070296,-0.398728418914212,-0.4482352474931847,-0.3686415830602525,-0.2398231874937962,1,592,NW,SIMP,warnody,512,12,205,warn,ory,5,1697,1.6094379124341003,7.44,4,7,AB
S104,0.16945890336070296,-0.398728418914212,-0.4482352474931847,-0.3686415830602525,-0.2398231874937962,1,627,NW,SIMP,boltoes,513,13,205,bolt,ous,6,348,1.791759469228055,5.85,4,7,AB
S104,0.16945890336070296,-0.398728418914212,-0.4482352474931847,-0.3686415830602525,-0.2398231874937962,1,706,NW,SIMP,baskody,510,10,205,bask,ory,1,68,0,4.22,4,7,AB
S104,0.16945890336070296,-0.398728418914212,-0.4482352474931847,-0.3686415830602525,-0.2398231874937962,1,572,NW,SIMP,jawla,57,7,205,jaw,ly,7,414,1.9459101490553132,6.03,3,5,AB
S104,0.16945890336070296,-0.398728418914212,-0.4482352474931847,-0.3686415830602525,-0.2398231874937962,1,597,NW,SIMP,longnels,617,17,206,long,ness,59,19076,4.07753744390572,9.86,4,8,AB
S104,0.16945890336070296,-0.398728418914212,-0.4482352474931847,-0.3686415830602525,-0.2398231874937962,1,754,NW,COMP,fanful,36,6,203,fan,ful,4,473,1.3862943611198906,6.16,3,6,AB
S104,0.16945890336070296,-0.398728418914212,-0.4482352474931847,-0.3686415830602525,-0.2398231874937962,1,722,NW,COMP,addment,413,13,204,add,ment,10,5883,2.302585092994046,8.68,3,7,AB
S104,0.16945890336070296,-0.398728418914212,-0.4482352474931847,-0.3686415830602525,-0.2398231874937962,1,966,NW,COMP,brancher,316,16,203,branch,er,3,1692,1.0986122886681098,7.43,6,8,AB
S104,0.16945890336070296,-0.398728418914212,-0.4482352474931847,-0.3686415830602525,-0.2398231874937962,1,731,NW,SIMP,wigith,69,9,206,wig,ish,8,262,2.0794415416798357,5.57,3,6,AB
S104,0.16945890336070296,-0.398728418914212,-0.4482352474931847,-0.3686415830602525,-0.2398231874937962,1,723,NW,COMP,debtish,322,22,203,debt,ish,4,656,1.3862943611198906,6.49,4,7,AB
S104,0.16945890336070296,-0.398728418914212,-0.4482352474931847,-0.3686415830602525,-0.2398231874937962,1,621,NW,SIMP,aidig,54,4,205,aid,ic,4,1159,1.3862943611198906,7.06,3,5,AB
S104,0.16945890336070296,-0.398728418914212,-0.4482352474931847,-0.3686415830602525,-0.2398231874937962,1,637,NW,SIMP,acremant,516,16,205,acre,ment,3,708,1.0986122886681098,6.56,4,8,AB
S104,0.16945890336070296,-0.398728418914212,-0.4482352474931847,-0.3686415830602525,-0.2398231874937962,1,642,NW,SIMP,earilt,612,12,206,ear,ist,16,1711,2.772588722239781,2.77,3,6,AB
S104,0.16945890336070296,-0.398728418914212,-0.4482352474931847,-0.3686415830602525,-0.2398231874937962,1,805,NW,COMP,boilous,418,18,204,boil,ous,13,1102,2.5649493574615367,7,4,7,AB
S104,0.16945890336070296,-0.398728418914212,-0.4482352474931847,-0.3686415830602525,-0.2398231874937962,1,691,NW,SIMP,gumfil,52,2,205,gum,ful,2,57,0.6931471805599453,4.04,3,6,AB
S104,0.16945890336070296,-0.398728418914212,-0.4482352474931847,-0.3686415830602525,-0.2398231874937962,1,809,NW,COMP,fiendism,324,24,203,fiend,ism,4,53,1.3862943611198906,3.97,5,8,AB
S105,-1.5764813130829065,-0.08161107989472187,0.31855712557691757,-0.8258044315481203,0.3296197259925228,1,680,NW,SIMP,fellowoes,417,17,204,fellow,ous,11,1324,2.3978952727983707,7.19,6,9,BA
S105,-1.5764813130829065,-0.08161107989472187,0.31855712557691757,-0.8258044315481203,0.3296197259925228,1,793,NW,COMP,warnory,512,12,205,warn,ory,5,1697,1.6094379124341003,7.44,4,7,BA
S105,-1.5764813130829065,-0.08161107989472187,0.31855712557691757,-0.8258044315481203,0.3296197259925228,1,637,NW,SIMP,flipody,416,16,204,flip,ory,10,184,2.302585092994046,5.21,4,7,BA
S105,-1.5764813130829065,-0.08161107989472187,0.31855712557691757,-0.8258044315481203,0.3296197259925228,1,528,NW,SIMP,beerel,35,5,203,beer,er,2,853,0.6931471805599453,6.75,4,6,BA
S105,-1.5764813130829065,-0.08161107989472187,0.31855712557691757,-0.8258044315481203,0.3296197259925228,1,566,NW,SIMP,flitenge,43,3,204,flit,ence,11,599,2.3978952727983707,6.4,4,8,BA
S105,-1.5764813130829065,-0.08161107989472187,0.31855712557691757,-0.8258044315481203,0.3296197259925228,1,614,NW,SIMP,yankody,323,23,203,yank,ory,2,51,0.6931471805599453,3.93,4,7,BA
S105,-1.5764813130829065,-0.08161107989472187,0.31855712557691757,-0.8258044315481203,0.3296197259925228,1,649,NW,COMP,boltous,513,13,205,bolt,ous,6,348,1.791759469228055,5.85,4,7,BA
S105,-1.5764813130829065,-0.08161107989472187,0.31855712557691757,-0.8258044315481203,0.3296197259925228,1,701,NW,SIMP,sheetel,45,5,204,sheet,er,14,1009,2.6390573296152584,6.92,5,7,BA
S105,-1.5764813130829065,-0.08161107989472187,0.31855712557691757,-0.8258044315481203,0.3296197259925228,1,724,NW,COMP,shootment,616,16,206,shoot,ment,23,1828,3.1354942159291497,7.51,5,9,BA
S105,-1.5764813130829065,-0.08161107989472187,0.31855712557691757,-0.8258044315481203,0.3296197259925228,1,645,NW,SIMP,treasonime,314,14,203,treason,ize,4,138,1.3862943611198906,4.93,7,10,BA
S105,-1.5764813130829065,-0.08161107989472187,0.31855712557691757,-0.8258044315481203,0.3296197259925228,1,879,NW,SIMP,branchel,316,16,203,branch,er,3,1692,1.0986122886681098,7.43,6,8,BA
S105,-1.5764813130829065,-0.08161107989472187,0.31855712557691757,-0.8258044315481203,0.3296197259925228,1,659,NW,COMP,acrement,516,16,205,acre,ment,3,708,1.0986122886681098,6.56,4,8,BA
S105,-1.5764813130829065,-0.08161107989472187,0.31855712557691757,-0.8258044315481203,0.3296197259925228,1,925,NW,COMP,wigish,69,9,206,wig,ish,8,262,2.0794415416798357,5.57,3,6,BA
S105,-1.5764813130829065,-0.08161107989472187,0.31855712557691757,-0.8258044315481203,0.3296197259925228,1,619,NW,SIMP,bindig,422,22,204,bind,ic,14,451,2.6390573296152584,6.11,4,6,BA
S105,-1.5764813130829065,-0.08161107989472187,0.31855712557691757,-0.8258044315481203,0.3296197259925228,1,913,NW,SIMP,mouthime,411,11,204,mouth,ize,18,2866,2.8903717578961645,7.96,5,8,BA
S105,-1.5764813130829065,-0.08161107989472187,0.31855712557691757,-0.8258044315481203,0.3296197259925228,1,716,NW,COMP,aidic,54,4,205,aid,ic,4,1159,1.3862943611198906,7.06,3,5,BA
S105,-1.5764813130829065,-0.08161107989472187,0.31855712557691757,-0.8258044315481203,0.3296197259925228,1,641,NW,COMP,yieldist,520,20,205,yield,ist,4,613,1.3862943611198906,6.42,5,8,BA
S105,-1.5764813130829065,-0.08161107989472187,0.31855712557691757,-0.8258044315481203,0.3296197259925228,1,654,NW,SIMP,aridilm,39,9,203,arid,ish,3,100,1.0986122886681098,4.61,4,7,BA
S105,-1.5764813130829065,-0.08161107989472187,0.31855712557691757,-0.8258044315481203,0.3296197259925228,1,644,NW,COMP,prayance,61,1,206,pray,ance,9,1055,2.1972245773362196,6.96,4,8,BA
S105,-1.5764813130829065,-0.08161107989472187,0.31855712557691757,-0.8258044315481203,0.3296197259925228,1,588,NW,SIMP,pillime,313,13,203,pill,ize,5,537,1.6094379124341003,6.29,4,7,BA
S105,-1.5764813130829065,-0.08161107989472187,0.31855712557691757,-0.8258044315481203,0.3296197259925228,1,643,NW,SIMP,figel,34,4,203,fig,er,3,196,1.0986122886681098,5.28,3,5,BA
S105,-1.5764813130829065,-0.08161107989472187,0.31855712557691757,-0.8258044315481203,0.3296197259925228,1,712,NW,COMP,elbowism,610,10,206,elbow,ish,18,1756,2.8903717578961645,7.47,5,8,BA
S105,-1.5764813130829065,-0.08161107989472187,0.31855712557691757,-0.8258044315481203,0.3296197259925228,1,694,NW,COMP,bandary,63,3,206,band,ary,26,981,3.258096538021482,6.89,4,7,BA
S105,-1.5764813130829065,-0.08161107989472187,0.31855712557691757,-0.8258044315481203,0.3296197259925228,1,620,NW,SIMP,dumbidy,312,12,203,dumb,ity,6,244,1.791759469228055,5.5,4,7,BA
S105,-1.5764813130829065,-0.08161107989472187,0.31855712557691757,-0.8258044315481203,0.3296197259925228,1,676,NW,SIMP,weldig,321,21,203,weld,ic,3,129,1.0986122886681098,4.86,4,6,BA
S105,-1.5764813130829065,-0.08161107989472187,0.31855712557691757,-0.8258044315481203,0.3296197259925228,1,577,NW,SIMP,debtith,322,22,203,debt,ish,4,656,1.3862943611198906,6.49,4,7,BA
S105,-1.5764813130829065,-0.08161107989472187,0.31855712557691757,-0.8258044315481203,0.3296197259925228,1,703,NW,SIMP,antilm,38,8,203,ant,ish,1,206,0,5.33,3,6,BA
S105,-1.5764813130829065,-0.08161107989472187,0.31855712557691757,-0.8258044315481203,0.3296197259925228,1,603,NW,COMP,digory,511,11,205,dig,ory,3,777,1.0986122886681098,6.66,3,6,BA
S105,-1.5764813130829065,-0.08161107989472187,0.31855712557691757,-0.8258044315481203,0.3296197259925228,1,569,NW,COMP,growist,620,20,206,grow,ic,14,8545,2.6390573296152584,9.05,4,7,BA
S105,-1.5764813130829065,-0.08161107989472187,0.31855712557691757,-0.8258044315481203,0.3296197259925228,1,860,NW,COMP,zoomful,519,19,205,zoom,ful,2,34,0.6931471805599453,3.53,4,7,BA
S105,-1.5764813130829065,-0.08161107989472187,0.31855712557691757,-0.8258044315481203,0.3296197259925228,1,641,NW,COMP,classous,618,18,206,class,ous,29,6216,3.367295829986474,8.73,5,8,BA
S105,-1.5764813130829065,-0.08161107989472187,0.31855712557691757,-0.8258044315481203,0.3296197259925228,1,586,NW,COMP,pickence,65,5,206,pick,ence,20,3385,2.995732273553991,8.13,4,8,BA
S105,-1.5764813130829065,-0.08161107989472187,0.31855712557691757,-0.8258044315481203,0.3296197259925228,1,530,NW,SIMP,fanfil,36,6,203,fan,ful,4,473,1.3862943611198906,6.16,3,6,BA
S105,-1.5764813130829065,-0.08161107989472187,0.31855712557691757,-0.8258044315481203,0.3296197259925228,1,641,NW,COMP,habitic,67,7,206,habit,ic,16,2066,2.772588722239781,7.63,5,7,BA
S105,-1.5764813130829065,-0.08161107989472187,0.31855712557691757,-0.8258044315481203,0.3296197259925228,1,604,NW,SIMP,humidoes,325,25,203,humid,ous,4,92,1.3862943611198906,4.52,5,8,BA
S105,-1.5764813130829065,-0.08161107989472187,0.31855712557691757,-0.8258044315481203,0.3296197259925228,1,593,NW,COMP,gumful,52,2,205,gum,ful,2,57,0.6931471805599453,4.04,3,6,BA
S105,-1.5764813130829065,-0.08161107989472187,0.31855712557691757,-0.8258044315481203,0.3296197259925228,1,498,NW,SIMP,pitchody,425,25,204,pitch,ory,10,610,2.302585092994046,6.41,5,8,BA
S105,-1.5764813130829065,-0.08161107989472187,0.31855712557691757,-0.8258044315481203,0.3296197259925228,1,629,NW,COMP,tiltary,517,17,205,tilt,ary,3,328,1.0986122886681098,5.79,4,7,BA
S105,-1.5764813130829065,-0.08161107989472187,0.31855712557691757,-0.8258044315481203,0.3296197259925228,1,597,NW,SIMP,coldidy,410,10,204,cold,ity,14,3585,2.6390573296152584,8.18,4,7,BA
S105,-1.5764813130829065,-0.08161107989472187,0.31855712557691757,-0.8258044315481203,0.3296197259925228,1,712,NW,SIMP,altarig,37,7,203,altar,ic,2,403,0.6931471805599453,6,5,7,BA
S105,-1.5764813130829065,-0.08161107989472187,0.31855712557691757,-0.8258044315481203,0.3296197259925228,1,710,NW,COMP,medicalary,518,18,205,medical,ary,3,1323,1.0986122886681098,7.19,7,10,BA
S105,-1.5764813130829065,-0.08161107989472187,0.31855712557691757,-0.8258044315481203,0.3296197259925228,1,519,NW,COMP,jawly,57,7,205,jaw,ly,7,414,1.9459101490553132,6.03,3,5,BA
S105,-1.5764813130829065,-0.08161107989472187,0.31855712557691757,-0.8258044315481203,0.3296197259925228,1,626,NW,SIMP,gasfil,46,6,204,gas,ful,33,1501,3.4965075614664802,7.31,3,6,BA
S105,-1.5764813130829065,-0.08161107989472187,0.31855712557691757,-0.8258044315481203,0.3296197259925228,1,622,NW,SIMP,employnels,421,21,204,employ,ness,12,4622,2.4849066497880004,8.44,6,10,BA
S105,-1.5764813130829065,-0.08161107989472187,0.31855712557691757,-0.8258044315481203,0.3296197259925228,1,600,NW,SIMP,freenels,415,15,204,free,ness,88,7277,4.477336814478207,8.89,4,8,BA
S105,-1.5764813130829065,-0.08161107989472187,0.31855712557691757,-0.8258044315481203,0.3296197259925228,1,622,NW,SIMP,ripenge,44,4,204,rip,ence,8,471,2.0794415416798357,6.15,3,7,BA
S105,-1.5764813130829065,-0.08161107989472187,0.31855712557691757,-0.8258044315481203,0.3296197259925228,1,515,NW,SIMP,illilt,49,9,204,ill,ist,27,2375,3.295836866004329,7.77,3,6,BA
S105,-1.5764813130829065,-0.08161107989472187,0.31855712557691757,-0.8258044315481203,0.3296197259925228,1,587,NW,SIMP,stirange,41,1,204,stir,ance,12,841,2.4849066497880004,6.73,4,8,BA
S105,-1.5764813130829065,-0.08161107989472187,0.31855712557691757,-0.8258044315481203,0.3296197259925228,1,638,NW,SIMP,ime,NA,20,204,NA,NA,NA,NA,NA,NA,NA,NA,BA
S105,-1.5764813130829065,-0.08161107989472187,0.31855712557691757,-0.8258044315481203,0.3296197259925228,1,712,NW,COMP,nextness,59,9,205,next,ness,4,7415,1.3862943611198906,8.91,4,8,BA
S105,-1.5764813130829065,-0.08161107989472187,0.31855712557691757,-0.8258044315481203,0.3296197259925228,1,546,NW,COMP,nutly,614,14,206,nut,ly,31,946,3.4339872044851463,6.85,3,5,BA
S105,-1.5764813130829065,-0.08161107989472187,0.31855712557691757,-0.8258044315481203,0.3296197259925228,1,666,NW,COMP,schemeness,515,15,205,scheme,ness,3,1619,1.0986122886681098,7.39,6,10,BA
S105,-1.5764813130829065,-0.08161107989472187,0.31855712557691757,-0.8258044315481203,0.3296197259925228,1,572,NW,SIMP,lidady,33,3,203,lid,ary,3,523,1.0986122886681098,6.26,3,6,BA
S105,-1.5764813130829065,-0.08161107989472187,0.31855712557691757,-0.8258044315481203,0.3296197259925228,1,507,NW,SIMP,breakidy,423,23,204,break,ity,43,6366,3.7612001156935624,8.76,5,8,BA
S105,-1.5764813130829065,-0.08161107989472187,0.31855712557691757,-0.8258044315481203,0.3296197259925228,1,627,NW,COMP,dressory,621,21,206,dress,ory,33,3885,3.4965075614664802,8.26,5,9,BA
S105,-1.5764813130829065,-0.08161107989472187,0.31855712557691757,-0.8258044315481203,0.3296197259925228,1,502,NW,SIMP,mudla,412,12,204,mud,ly,16,912,2.772588722239781,6.82,3,5,BA
S105,-1.5764813130829065,-0.08161107989472187,0.31855712557691757,-0.8258044315481203,0.3296197259925228,1,566,NW,SIMP,truenels,315,15,203,TRUE,ness,6,6,1.791759469228055,1.79,4,8,BA
S105,-1.5764813130829065,-0.08161107989472187,0.31855712557691757,-0.8258044315481203,0.3296197259925228,1,570,NW,SIMP,inkilm,48,8,204,ink,ish,12,290,2.4849066497880004,5.67,3,6,BA
S105,-1.5764813130829065,-0.08161107989472187,0.31855712557691757,-0.8258044315481203,0.3296197259925228,1,454,NW,COMP,begence,64,4,206,beg,ence,8,604,2.0794415416798357,6.4,3,7,BA
S105,-1.5764813130829065,-0.08161107989472187,0.31855712557691757,-0.8258044315481203,0.3296197259925228,1,480,NW,SIMP,ejectenge,320,20,203,eject,ence,5,66,1.6094379124341003,4.19,5,9,BA
S105,-1.5764813130829065,-0.08161107989472187,0.31855712557691757,-0.8258044315481203,0.3296197259925228,1,538,NW,SIMP,fiendilm,324,24,203,fiend,ism,4,53,1.3862943611198906,3.97,5,8,BA
S105,-1.5764813130829065,-0.08161107989472187,0.31855712557691757,-0.8258044315481203,0.3296197259925228,1,879,NW,SIMP,elmilt,310,10,203,elm,ist,2,175,0.6931471805599453,5.16,3,6,BA
S105,-1.5764813130829065,-0.08161107989472187,0.31855712557691757,-0.8258044315481203,0.3296197259925228,1,620,NW,SIMP,princemant,317,17,203,prince,ment,4,910,1.3862943611198906,6.81,6,10,BA
S105,-1.5764813130829065,-0.08161107989472187,0.31855712557691757,-0.8258044315481203,0.3296197259925228,1,656,NW,SIMP,adoptish,319,19,203,adopt,ish,4,1205,1.3862943611198906,7.09,5,5,BA
S105,-1.5764813130829065,-0.08161107989472187,0.31855712557691757,-0.8258044315481203,0.3296197259925228,1,513,NW,SIMP,angelith,47,7,204,angel,ish,17,652,2.833213344056216,6.48,5,8,BA
S105,-1.5764813130829065,-0.08161107989472187,0.31855712557691757,-0.8258044315481203,0.3296197259925228,1,809,NW,SIMP,curtidy,311,11,203,curt,ity,3,88,1.0986122886681098,4.48,4,7,BA
S105,-1.5764813130829065,-0.08161107989472187,0.31855712557691757,-0.8258044315481203,0.3296197259925228,1,680,NW,COMP,towerly,615,15,206,tower,ly,9,1180,2.1972245773362196,7.07,5,7,BA
S105,-1.5764813130829065,-0.08161107989472187,0.31855712557691757,-0.8258044315481203,0.3296197259925228,1,594,NW,COMP,bogary,62,2,206,bog,ary,12,259,2.4849066497880004,5.56,3,6,BA
S105,-1.5764813130829065,-0.08161107989472187,0.31855712557691757,-0.8258044315481203,0.3296197259925228,1,604,NW,COMP,poority,613,13,206,poor,ity,11,4350,2.3978952727983707,8.38,4,7,BA
S105,-1.5764813130829065,-0.08161107989472187,0.31855712557691757,-0.8258044315481203,0.3296197259925228,1,637,NW,COMP,winkity,521,21,205,wink,ity,4,216,1.3862943611198906,5.38,4,7,BA
S105,-1.5764813130829065,-0.08161107989472187,0.31855712557691757,-0.8258044315481203,0.3296197259925228,1,873,NW,SIMP,heightenge,318,18,203,height,ence,2,912,0.6931471805599453,6.82,6,10,BA
S105,-1.5764813130829065,-0.08161107989472187,0.31855712557691757,-0.8258044315481203,0.3296197259925228,1,540,NW,SIMP,passmant,414,14,204,pass,ment,43,10035,3.7612001156935624,9.21,4,8,BA
S105,-1.5764813130829065,-0.08161107989472187,0.31855712557691757,-0.8258044315481203,0.3296197259925228,1,603,NW,COMP,helmetous,514,14,205,helmet,ous,6,242,1.791759469228055,5.49,6,9,BA
S105,-1.5764813130829065,-0.08161107989472187,0.31855712557691757,-0.8258044315481203,0.3296197259925228,1,622,NW,COMP,baskory,510,10,205,bask,ory,1,68,0,4.22,4,7,BA
S105,-1.5764813130829065,-0.08161107989472187,0.31855712557691757,-0.8258044315481203,0.3296197259925228,1,576,NW,SIMP,tripady,42,2,204,trip,ary,9,1382,2.1972245773362196,7.23,4,7,BA
S105,-1.5764813130829065,-0.08161107989472187,0.31855712557691757,-0.8258044315481203,0.3296197259925228,1,529,NW,COMP,urnist,55,5,205,urn,ist,2,68,0.6931471805599453,4.22,3,6,BA
S105,-1.5764813130829065,-0.08161107989472187,0.31855712557691757,-0.8258044315481203,0.3296197259925228,1,716,NW,COMP,socketer,51,1,205,socket,er,1,143,0,4.96,6,8,BA
S105,-1.5764813130829065,-0.08161107989472187,0.31855712557691757,-0.8258044315481203,0.3296197259925228,1,567,NW,SIMP,meltange,31,1,203,melt,ance,5,429,1.6094379124341003,6.06,4,8,BA
S105,-1.5764813130829065,-0.08161107989472187,0.31855712557691757,-0.8258044315481203,0.3296197259925228,1,710,NW,SIMP,agreela,424,24,204,agree,ly,9,4745,2.1972245773362196,8.46,5,7,BA
S106,0.5186469466494249,1.979651623731964,-0.25653715422565915,1.1434640633960211,1.660946387091918,1,843,NW,COMP,aridism,39,9,203,arid,ish,3,100,1.0986122886681098,4.61,4,7,AB
S106,0.5186469466494249,1.979651623731964,-0.25653715422565915,1.1434640633960211,1.660946387091918,1,830,NW,COMP,flipory,416,16,204,flip,ory,10,184,2.302585092994046,5.21,4,7,AB
S106,0.5186469466494249,1.979651623731964,-0.25653715422565915,1.1434640633960211,1.660946387091918,1,813,NW,SIMP,classoes,618,18,206,class,ous,29,6216,3.367295829986474,8.73,5,8,AB
S106,0.5186469466494249,1.979651623731964,-0.25653715422565915,1.1434640633960211,1.660946387091918,1,799,NW,COMP,northize,420,20,204,north,ize,30,2541,3.4011973816621555,7.84,5,8,AB
S106,0.5186469466494249,1.979651623731964,-0.25653715422565915,1.1434640633960211,1.660946387091918,1,783,NW,SIMP,bloodel,624,24,206,blood,er,53,3988,3.970291913552122,8.29,5,7,AB
S106,0.5186469466494249,1.979651623731964,-0.25653715422565915,1.1434640633960211,1.660946387091918,1,893,NW,SIMP,begenge,64,4,206,beg,ence,8,604,2.0794415416798357,6.4,3,7,AB
S106,0.5186469466494249,1.979651623731964,-0.25653715422565915,1.1434640633960211,1.660946387091918,1,699,NW,COMP,fellowous,417,17,204,fellow,ous,11,1324,2.3978952727983707,7.19,6,9,AB
S106,0.5186469466494249,1.979651623731964,-0.25653715422565915,1.1434640633960211,1.660946387091918,1,695,NW,SIMP,nextnels,59,9,205,next,ness,4,7415,1.3862943611198906,8.91,4,8,AB
S106,0.5186469466494249,1.979651623731964,-0.25653715422565915,1.1434640633960211,1.660946387091918,1,778,NW,COMP,meltance,31,1,203,melt,ance,5,429,1.6094379124341003,6.06,4,8,AB
S106,0.5186469466494249,1.979651623731964,-0.25653715422565915,1.1434640633960211,1.660946387091918,1,633,NW,SIMP,helmetoes,514,14,205,helmet,ous,6,242,1.791759469228055,5.49,6,9,AB
S106,0.5186469466494249,1.979651623731964,-0.25653715422565915,1.1434640633960211,1.660946387091918,1,748,NW,COMP,ripence,44,4,204,rip,ence,8,471,2.0794415416798357,6.15,3,7,AB
S106,0.5186469466494249,1.979651623731964,-0.25653715422565915,1.1434640633960211,1.660946387091918,1,694,NW,COMP,breakity,423,23,204,break,ity,43,6366,3.7612001156935624,8.76,5,8,AB
S106,0.5186469466494249,1.979651623731964,-0.25653715422565915,1.1434640633960211,1.660946387091918,1,685,NW,SIMP,criticange,622,22,206,critic,ize,11,2720,2.3978952727983707,7.91,6,10,AB
S106,0.5186469466494249,1.979651623731964,-0.25653715422565915,1.1434640633960211,1.660946387091918,1,775,NW,COMP,curtity,311,11,203,curt,ity,3,88,1.0986122886681098,4.48,4,7,AB
S106,0.5186469466494249,1.979651623731964,-0.25653715422565915,1.1434640633960211,1.660946387091918,1,777,NW,COMP,figer,34,4,203,fig,er,3,196,1.0986122886681098,5.28,3,5,AB
S106,0.5186469466494249,1.979651623731964,-0.25653715422565915,1.1434640633960211,1.660946387091918,1,656,NW,SIMP,habitig,67,7,206,habit,ic,16,2066,2.772588722239781,7.63,5,7,AB
